Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Chevrolet,Malibu,2017,2.9,Electric,Automatic,299218,3,4,16826
BMW,X5,2004,1.2,Petrol,Semi-Automatic,13525,5,5,10901
Ford,Explorer,2011,,Electric,Semi-Automatic,183636,4,3,15622
Ford,Fiesta,2020,3.6,Electric,Manual,86259,3,4,24454
Volkswagen,Golf,2013,2,Electric,Semi-Automatic,228406,4,2,13004
Chevrolet,Malibu,2021,1.3,Diesel,Semi-Automatic,169843,5,1,14530
Hyundai,Sonata,2022,3.2,Hybrid,Automatic,261305,4,2,19553
Volkswagen,Tiguan,2005,2.9,Hybrid,Automatic,69400,5,3,16821
Mercedes,E-Class,2016,1.2,Electric,Manual,79084,5,5,18406
Audi,Q5,2005,4,Electric,Semi-Automatic,243799,2,5,11767
Chevrolet,Impala,2005,1.8,Petrol,Manual,116675,3,5,8866
Ford,Explorer,2012,2.1,Electric,Automatic,162395,3,4,17591
Hyundai,Tucson,2022,4.5,Electric,Semi-Automatic,156806,2,3,24610
Volkswagen,Golf,2021,1.4,Petrol,Automatic,64978,5,2,21000
BMW,5 Series,2003,1.4,Electric,Semi-Automatic,5400,4,5,14511
Hyundai,Elantra,2014,2.9,Electric,Automatic,132962,5,1,21070
Audi,A4,2007,4.9,Hybrid,Manual,177012,2,4,14978
BMW,X5,2015,3,Electric,Semi-Automatic,85063,2,3,20822
Kia,Optima,2011,2.9,Petrol,Automatic,137771,2,2,15827
BMW,5 Series,2021,2.4,Petrol,Manual,36857,3,1,21108
Chevrolet,Equinox,2016,2.8,Diesel,Automatic,74133,5,3,20505
Honda,Accord,2000,2.6,Hybrid,Automatic,93376,2,4,12831
Honda,CR-V,2014,2.5,Diesel,Semi-Automatic,206868,2,3,11658
Toyota,Corolla,2005,3.4,Petrol,Manual,212699,4,3,8306
Audi,Q5,2002,2.3,Electric,Semi-Automatic,273206,3,5,6186
BMW,3 Series,2009,3.9,Electric,Automatic,75927,4,3,22192
Ford,Focus,2014,1.4,Diesel,Semi-Automatic,103373,2,1,13356
Hyundai,Elantra,2000,4.8,Diesel,Automatic,298742,5,5,7744
Mercedes,GLA,2009,1.6,Hybrid,Semi-Automatic,25764,2,1,15547
Kia,Sportage,2011,2.7,Electric,Manual,,4,5,20430
Audi,A3,2009,1.1,Hybrid,Automatic,57983,3,1,16170
Chevrolet,Malibu,2023,2,Electric,Semi-Automatic,37328,3,1,24943
Toyota,Camry,2016,3.7,Petrol,Automatic,240983,3,4,16240
Honda,Accord,2009,3.3,Petrol,Manual,74667,5,5,15060
Volkswagen,Passat,2014,1.5,Petrol,Manual,1470,2,2,17098
Kia,Sportage,2020,4.5,Electric,Automatic,287416,5,5,21614
Chevrolet,Impala,2008,3.6,Diesel,Manual,258326,3,4,8633
Toyota,Corolla,2001,3.8,Hybrid,Manual,13886,2,4,15614
Toyota,Corolla,2007,3.8,Petrol,Manual,252617,3,2,8657
Ford,Fiesta,2004,2.7,Petrol,Manual,33338,3,1,12833
Hyundai,Sonata,2004,1.2,Electric,Manual,178018,2,5,8643
Audi,A3,2004,3.5,Electric,Semi-Automatic,284771,4,3,8932
Toyota,Corolla,2011,3.3,Petrol,Manual,124745,2,3,14359
Honda,Civic,2012,1.1,Petrol,Semi-Automatic,89483,3,3,12268
Hyundai,Tucson,2015,2.5,Diesel,Semi-Automatic,292957,2,5,9170
Kia,Sportage,2006,3.9,Electric,Manual,177274,2,1,14444
Kia,Rio,2000,3.3,Diesel,Automatic,104614,4,5,11912
Honda,Accord,2018,4.4,Electric,Automatic,291085,2,4,20262
Audi,A3,2008,1.1,Petrol,Semi-Automatic,248569,5,5,4599
Ford,Explorer,2010,4.7,Hybrid,Semi-Automatic,44277,5,5,20850
Hyundai,Tucson,2007,2.2,Petrol,Semi-Automatic,34949,2,4,13477
Audi,A4,2018,1.2,Electric,Semi-Automatic,16602,4,3,21642
Audi,Q5,2005,2.2,Hybrid,Manual,63288,3,3,13184
Mercedes,E-Class,2001,3.7,Hybrid,Manual,69261,3,1,13500
Mercedes,GLA,2019,1.8,Petrol,Semi-Automatic,107742,3,4,16529
Ford,Focus,2005,1.1,Petrol,Semi-Automatic,171245,4,4,5731
Kia,Optima,2019,4.1,Petrol,Semi-Automatic,192186,5,5,17598
Toyota,RAV4,2001,1.5,Diesel,Automatic,155289,4,2,7514
Honda,Accord,2020,3.4,Diesel,Semi-Automatic,286798,3,1,13587
Mercedes,E-Class,2021,2.9,Hybrid,Semi-Automatic,74814,2,3,22405
Hyundai,Sonata,2004,1.5,Hybrid,Semi-Automatic,283114,5,1,3740
Mercedes,C-Class,2011,2.4,Hybrid,Automatic,12182,2,1,21098
Ford,Fiesta,2003,2.2,Hybrid,Semi-Automatic,1097,5,3,14312
Ford,Explorer,2020,4.1,Hybrid,Semi-Automatic,58741,4,1,24544
Mercedes,E-Class,2021,1.2,Diesel,Automatic,57806,5,3,20900
Kia,Rio,2017,2.9,Electric,Manual,8920,3,3,24362
Chevrolet,Malibu,2000,2.7,Diesel,Semi-Automatic,267764,2,1,3500
Ford,Focus,2012,4,Diesel,Automatic,124372,3,3,18746
Chevrolet,Malibu,2016,1,Diesel,Semi-Automatic,56441,2,3,15349
Volkswagen,Golf,2007,4.6,Electric,Semi-Automatic,62688,3,4,20206
Kia,Optima,2006,4.6,Petrol,Manual,108869,3,3,14564
Toyota,Corolla,2012,1.6,Electric,Manual,,2,5,17831
Toyota,Corolla,2017,3.8,Hybrid,Automatic,213119,4,3,19665
Honda,Civic,2011,1.1,Hybrid,Automatic,126234,2,4,14831
Kia,Sportage,2022,1.7,Petrol,Semi-Automatic,211633,5,1,14292
Toyota,RAV4,2019,2.5,Petrol,Semi-Automatic,89607,4,5,18387
Honda,Accord,2014,3,Diesel,Manual,143777,3,1,14742
Kia,Optima,2000,4.4,Electric,Manual,145958,5,3,13265
Audi,Q5,2019,3.6,Hybrid,Automatic,71871,2,4,25308
Kia,Rio,2016,4.6,Diesel,Semi-Automatic,113169,3,4,19663
BMW,X5,2016,1.9,Hybrid,Automatic,,4,2,20417
Toyota,Camry,2014,1.3,Diesel,Semi-Automatic,256054,2,4,7836
BMW,5 Series,2004,4.5,Hybrid,Automatic,178984,4,5,15260
Honda,Civic,2009,3.4,Diesel,Manual,234001,3,3,9658
Hyundai,Elantra,2013,4.1,Electric,Semi-Automatic,229219,3,1,16651
Chevrolet,Impala,2006,3.9,Diesel,Automatic,102807,5,5,16175
Ford,Fiesta,2004,2.5,Petrol,Automatic,158888,4,2,10714
Mercedes,C-Class,2022,,Diesel,Semi-Automatic,246762,3,2,16212
Toyota,RAV4,2000,4.2,Diesel,Manual,153301,3,1,9158
Audi,A3,2001,4.4,Diesel,Semi-Automatic,270519,3,5,5931
Chevrolet,Equinox,2011,3.2,Electric,Semi-Automatic,170508,2,3,16081
Chevrolet,Malibu,2008,4.5,Diesel,Manual,146621,5,2,14117
Toyota,Corolla,2010,3.3,Diesel,Manual,81955,5,3,15330
Kia,Optima,2019,1.8,Petrol,Automatic,218904,5,3,15262
Kia,Sportage,2015,3.2,Hybrid,Semi-Automatic,113979,5,3,18410
Kia,Sportage,2022,3.6,Hybrid,Automatic,92022,4,4,26178
Kia,Optima,2013,3,Hybrid,Manual,254347,2,2,12098
Chevrolet,Malibu,2010,4.3,Electric,Automatic,51893,4,1,24258
Hyundai,Sonata,2000,,Electric,Automatic,,2,3,10806
Mercedes,E-Class,2001,1,Electric,Semi-Automatic,175506,4,5,6806
Audi,A3,2004,2.1,Petrol,Semi-Automatic,211397,5,2,5551
Audi,A3,2005,3.5,Petrol,Manual,41440,5,1,14474
Audi,A3,2016,3.9,Petrol,Semi-Automatic,182656,3,1,16006
Hyundai,Tucson,2010,2.6,Electric,Manual,101481,5,5,16922
Honda,Accord,2016,1.3,Electric,Manual,126279,4,2,16930
Honda,Civic,2001,1.5,Hybrid,Semi-Automatic,212006,4,2,4653
Chevrolet,Equinox,2007,3,Electric,Automatic,286425,3,5,12199
Honda,CR-V,2006,,Electric,Manual,73969,4,3,14735
Volkswagen,Tiguan,2004,2,Petrol,Automatic,29136,2,3,14380
Volkswagen,Golf,2003,1.1,Electric,Manual,80354,2,4,11361
Kia,Optima,2006,2.5,Hybrid,Semi-Automatic,172054,3,5,10426
Ford,Explorer,2012,2.8,Electric,Automatic,173252,3,1,18434
Mercedes,GLA,2009,2.9,Petrol,Manual,111900,2,5,13058
Ford,Fiesta,2001,1.9,Diesel,Automatic,91289,4,4,10454
Volkswagen,Passat,2023,2.7,Electric,Semi-Automatic,92615,4,2,24232
Honda,Accord,2012,4.8,Hybrid,Semi-Automatic,263129,5,5,14415
Kia,Rio,2022,2.6,Electric,Automatic,90981,4,4,26215
Chevrolet,Impala,2020,1.5,Petrol,Automatic,201213,4,5,15881
Chevrolet,Impala,2001,3.5,Petrol,Manual,89104,2,5,10705
Honda,Civic,2000,2.7,Hybrid,Automatic,109892,2,4,12428
Toyota,Corolla,2000,3.2,Hybrid,Automatic,1424,5,2,17099
Hyundai,Tucson,2016,4.8,Diesel,Semi-Automatic,181897,3,2,17608
Ford,Fiesta,2018,1.6,Petrol,Semi-Automatic,196919,3,4,12532
BMW,3 Series,2011,3.5,Diesel,Manual,206623,4,1,11842
BMW,5 Series,2019,2.7,Electric,Automatic,208650,2,2,20697
Honda,Accord,2004,2,Petrol,Semi-Automatic,189384,2,2,6146
Ford,Fiesta,2004,3,Hybrid,Manual,27703,3,5,15304
Honda,CR-V,2012,2.6,Hybrid,Semi-Automatic,200050,2,4,12773
Kia,Optima,2000,2,Electric,Automatic,256374,3,3,7826
Honda,Civic,2012,3,Electric,Automatic,124932,3,1,20477
Audi,A4,2019,3.3,Electric,Automatic,296036,3,2,18688
Ford,Focus,2010,4,Petrol,Semi-Automatic,132847,2,3,14775
Honda,Civic,2000,3.6,Hybrid,Semi-Automatic,83240,2,1,12311
Volkswagen,Tiguan,2012,3.9,Diesel,Semi-Automatic,170913,5,3,14317
BMW,3 Series,2010,4.1,Electric,Manual,59372,2,1,21021
Audi,A4,2015,4.4,Diesel,Manual,9382,2,3,22421
Kia,Optima,2005,3.5,Petrol,Automatic,46360,3,2,16926
Chevrolet,Equinox,2000,3.8,Electric,Semi-Automatic,126129,4,4,12910
Kia,Optima,2019,1.6,Hybrid,Automatic,61497,2,3,22172
Volkswagen,Golf,2023,1.3,Hybrid,Manual,154823,4,1,17855
Toyota,Corolla,2020,1,Diesel,Manual,191019,3,2,12738
Chevrolet,Equinox,2005,3.2,Electric,Automatic,165446,3,4,15734
Chevrolet,Equinox,2013,1.5,Hybrid,Automatic,129450,4,5,16469
Volkswagen,Tiguan,2011,4.1,Petrol,Semi-Automatic,40188,4,2,18718
Toyota,Corolla,2007,4.1,Electric,Manual,237383,5,2,13216
Honda,CR-V,2008,1.1,Electric,Manual,120058,4,2,12596
Hyundai,Sonata,2020,1.4,Electric,Manual,218769,4,1,15967
Hyundai,Sonata,2004,4.7,Petrol,Manual,285148,5,5,7520
Volkswagen,Passat,2021,,Electric,Semi-Automatic,103502,4,1,25251
Toyota,RAV4,2021,3.3,Diesel,Automatic,269307,5,2,17173
BMW,3 Series,2015,4.8,Diesel,Manual,169599,3,4,17514
BMW,3 Series,2018,2.7,Hybrid,Semi-Automatic,154589,5,5,17689
Volkswagen,Golf,2013,2.9,Hybrid,Automatic,111790,5,3,19537
Audi,A4,2008,1.4,Hybrid,Manual,66730,3,4,13239
Audi,Q5,2002,3.2,Diesel,Manual,243581,4,2,5299
Audi,A3,2008,1.1,Electric,Semi-Automatic,148643,5,5,11597
Chevrolet,Equinox,2002,4.4,Petrol,Semi-Automatic,192489,5,5,9188
Ford,Focus,2018,1.6,Hybrid,Semi-Automatic,21524,3,1,20421
Audi,A4,2008,2.3,Hybrid,Automatic,204121,3,4,12630
Ford,Fiesta,2019,2.2,Petrol,Manual,56754,4,1,19012
Mercedes,GLA,2019,4.5,Diesel,Automatic,138977,4,3,22785
Ford,Explorer,2020,2,Electric,Semi-Automatic,64810,5,2,22405
Volkswagen,Golf,2021,2.5,Electric,Automatic,151011,4,2,23413
Mercedes,C-Class,2009,4.4,Hybrid,Manual,71046,5,5,18863
Audi,A3,2000,3.5,Hybrid,Automatic,178868,4,4,11414
Ford,Focus,2005,3.8,Hybrid,Automatic,175368,3,2,14686
Honda,Civic,2015,1.3,Hybrid,Semi-Automatic,112570,4,5,15134
Mercedes,GLA,2022,3.6,Electric,Semi-Automatic,153964,2,2,23135
Volkswagen,Passat,2001,3.2,Petrol,Semi-Automatic,255709,4,4,4349
BMW,X5,2023,4.1,Petrol,Automatic,209321,3,1,21723
Ford,Explorer,2009,2.1,Electric,Manual,244561,4,4,10514
Kia,Sportage,2007,4.9,Petrol,Semi-Automatic,84273,2,5,16474
Mercedes,E-Class,2016,2.4,Petrol,Semi-Automatic,59501,3,1,17691
Chevrolet,Impala,2018,3.5,Electric,Semi-Automatic,34705,3,2,25034
Mercedes,C-Class,2023,1.3,Diesel,Manual,229158,4,5,13503
Ford,Fiesta,2008,4.1,Petrol,Manual,90408,3,1,15384
Kia,Rio,2002,1.2,Electric,Semi-Automatic,128977,2,4,9310
Mercedes,E-Class,2009,1,Diesel,Semi-Automatic,122795,3,3,9352
Kia,Sportage,2022,2.7,Diesel,Manual,237252,4,5,15144
Mercedes,C-Class,2016,4.9,Hybrid,Automatic,101076,4,4,24986
Volkswagen,Tiguan,2022,3.6,Hybrid,Automatic,169615,4,2,23462
Toyota,RAV4,2012,1.4,Electric,Manual,287514,2,3,9361
Hyundai,Sonata,2017,4.8,Petrol,Automatic,261093,3,3,17986
Mercedes,GLA,2021,4.2,Electric,Manual,10841,2,4,28670
Audi,A3,2014,2.1,Electric,Semi-Automatic,215637,5,2,14152
Audi,A4,2011,1.6,Diesel,Semi-Automatic,46915,4,1,14107
BMW,X5,2015,3.7,Petrol,Automatic,89557,4,4,21014
Hyundai,Elantra,2017,1.6,Diesel,Automatic,38658,3,3,20170
Mercedes,E-Class,2023,3.1,Electric,Manual,31674,5,3,27066
Chevrolet,Malibu,2008,1.5,Hybrid,Automatic,81677,4,3,15516
Audi,A3,2001,3.5,Diesel,Automatic,141361,2,5,11501
Toyota,RAV4,2020,1.8,Diesel,Automatic,224124,5,1,15605
Ford,Fiesta,2019,3.5,Electric,Semi-Automatic,126381,2,4,22351
Honda,Civic,2022,4.6,Electric,Manual,298286,5,3,19834
Kia,Optima,2003,2.2,Diesel,Semi-Automatic,133304,3,1,7933
Kia,Optima,2007,2.7,Hybrid,Automatic,141569,5,5,14994
Volkswagen,Golf,2013,1.6,Petrol,Semi-Automatic,75338,4,3,14163
Audi,A4,2015,1.1,Diesel,Semi-Automatic,128408,2,2,12479
Ford,Fiesta,2016,1.7,Petrol,Manual,241003,2,4,10113
Mercedes,GLA,2002,3.8,Petrol,Automatic,63557,2,5,15274
Honda,Accord,2021,4.4,Electric,Semi-Automatic,141878,2,5,24434
Toyota,RAV4,2000,2.6,Petrol,Automatic,127278,3,2,9894
Toyota,Corolla,2010,2.5,Diesel,Semi-Automatic,250313,3,3,8038
Mercedes,GLA,2010,2.3,Electric,Manual,89390,5,5,16821
Mercedes,GLA,2011,4,Electric,Automatic,114697,4,5,22060
Honda,Accord,2001,2.4,Hybrid,Automatic,73832,5,4,13690
Hyundai,Sonata,2011,1.5,Diesel,Semi-Automatic,139296,4,5,10700
Mercedes,C-Class,2003,2.4,Hybrid,Manual,184934,5,2,8227
Chevrolet,Impala,2017,2.5,Petrol,Automatic,71606,2,4,20592
Audi,A3,2017,4.2,Petrol,Automatic,165656,4,3,20276
Mercedes,E-Class,2007,3.8,Diesel,Manual,133298,4,5,12834
Chevrolet,Malibu,2017,3.5,Diesel,Manual,202844,2,4,15125
Ford,Focus,2011,2.4,Electric,Semi-Automatic,236749,2,5,12364
Ford,Explorer,2010,4.6,Diesel,Manual,50227,5,5,18716
Toyota,Corolla,2001,2.4,Electric,Manual,158652,2,5,9846
Kia,Rio,2022,4.1,Diesel,Manual,141625,4,5,20942
Honda,Accord,2004,1.2,Diesel,Automatic,129209,2,,9476
Ford,Focus,2002,1.2,Electric,Manual,118168,5,4,9688
Hyundai,Tucson,2008,3.1,Petrol,Manual,291415,3,4,6599
Volkswagen,Passat,2016,4.6,Diesel,Semi-Automatic,48115,3,1,21940
Audi,A3,2008,2.6,Diesel,Manual,272771,2,1,6377
Volkswagen,Golf,2023,3.7,Diesel,Manual,175895,2,2,19568
Chevrolet,Impala,2016,1.7,Electric,Manual,285078,3,2,12072
Ford,Focus,2021,4.9,Electric,Manual,256022,3,1,21313
Chevrolet,Malibu,2004,4.6,Diesel,Semi-Automatic,35520,3,2,16081
Honda,CR-V,2008,4,Electric,Manual,237702,5,5,13554
Ford,Explorer,2001,3.8,Petrol,Manual,141448,4,,9399
Hyundai,Tucson,2003,2.1,Petrol,Manual,178043,2,2,6193
Volkswagen,Tiguan,2011,4.1,Hybrid,Manual,115564,3,5,17829
Hyundai,Tucson,2019,4.5,Hybrid,Automatic,261055,5,1,20262
Audi,Q5,2021,1.4,Hybrid,Manual,260797,3,4,13272
BMW,3 Series,2015,2.6,Petrol,Automatic,113253,5,5,18260
Audi,A3,2014,4.4,Electric,Manual,103694,5,4,22096
Toyota,Corolla,2020,,Electric,Automatic,82553,2,1,24059
Chevrolet,Equinox,2021,1,Petrol,Semi-Automatic,263836,4,3,10715
Hyundai,Elantra,2016,3.1,Petrol,Automatic,75358,5,3,20986
Kia,Rio,2009,2.2,Diesel,Manual,97278,2,1,12344
BMW,5 Series,2015,3.3,Electric,Manual,124543,4,2,19966
Honda,Accord,2018,1.1,Petrol,Automatic,259314,5,4,12098
Chevrolet,Equinox,2017,4.1,Electric,Manual,298555,3,1,16324
Hyundai,Tucson,2013,1.3,Hybrid,Manual,133708,4,3,13344
Ford,Focus,2023,2.2,Electric,Semi-Automatic,271751,2,2,17087
Ford,Fiesta,2010,4.6,Electric,Semi-Automatic,279587,5,4,14189
Hyundai,Sonata,2006,4.3,Hybrid,Automatic,254929,2,2,13302
Audi,Q5,2015,2.7,Electric,Automatic,59311,3,3,23823
Ford,Fiesta,2006,2.9,Diesel,Semi-Automatic,207765,4,3,8127
Hyundai,Elantra,2011,4.5,Hybrid,Semi-Automatic,29887,3,2,21528
Ford,Fiesta,2021,4.5,Diesel,Manual,97705,4,2,22654
Hyundai,Sonata,2003,4.8,Diesel,Semi-Automatic,134587,3,3,12439
Hyundai,Tucson,2018,2.8,Hybrid,Manual,293291,3,2,13010
Honda,CR-V,2015,4.3,Electric,Semi-Automatic,109966,2,1,22225
Honda,Accord,2021,1,Electric,Manual,226314,5,5,15528
Audi,A3,2023,3.1,Diesel,Automatic,259026,3,1,18233
Hyundai,Elantra,2022,4.5,Diesel,Semi-Automatic,253634,2,2,17722
Mercedes,E-Class,2022,2.2,Hybrid,Manual,120004,3,4,20123
Kia,Rio,2017,2.5,Electric,Semi-Automatic,225526,4,4,16081
Ford,Explorer,2000,3.7,Petrol,Automatic,247523,2,2,7611
Kia,Optima,2019,2.3,Electric,Semi-Automatic,29218,5,3,23651
Audi,A3,2009,2.4,Hybrid,Manual,17928,4,2,17222
Volkswagen,Passat,2016,,Diesel,Manual,219739,2,4,15234
Audi,Q5,2022,3.5,Electric,Automatic,163972,3,2,25235
Chevrolet,Malibu,2003,2.3,Petrol,Automatic,132667,4,3,10756
Hyundai,Sonata,2007,2.7,Petrol,Automatic,29157,2,2,17178
Volkswagen,Tiguan,2019,4.9,Petrol,Manual,227405,2,5,17764
Audi,Q5,2008,4.2,Hybrid,Automatic,23797,4,4,22267
Mercedes,C-Class,2023,2.6,Hybrid,Automatic,261742,5,4,19014
Ford,Explorer,2015,1.4,Hybrid,Semi-Automatic,23534,2,1,18426
Toyota,Corolla,2023,1.6,Hybrid,Automatic,189772,2,1,19782
Mercedes,GLA,2008,3,Hybrid,Manual,121774,3,3,14112
Hyundai,Tucson,2001,4.9,Diesel,Automatic,168068,5,3,13016
Toyota,Corolla,2013,1.6,Hybrid,Manual,297002,5,2,8153
Toyota,RAV4,2017,1.9,Hybrid,Automatic,117468,5,3,19688
Hyundai,Elantra,2015,3.8,Petrol,Semi-Automatic,211545,2,5,14296
Volkswagen,Golf,2014,4.2,Electric,Semi-Automatic,288436,2,1,15279
Toyota,Camry,2018,4.4,Diesel,Manual,114684,5,1,20310
Toyota,RAV4,2022,4.6,Hybrid,Manual,142869,2,2,23524
Chevrolet,Malibu,2001,3.2,Diesel,Automatic,248129,2,2,7240
Chevrolet,Equinox,2013,4.6,Electric,Automatic,181417,3,2,21824
Chevrolet,Malibu,2019,2.1,Hybrid,Automatic,31024,2,4,24113
Volkswagen,Tiguan,2023,1,Petrol,Automatic,108139,4,2,19840
Audi,A3,2023,2.8,Diesel,Manual,211895,5,3,16734
Kia,Sportage,2010,3.6,Diesel,Automatic,165807,4,3,15545
Ford,Explorer,2021,3.6,Petrol,Manual,49144,2,1,22780
Ford,Fiesta,2022,3.6,Petrol,Manual,285033,4,3,15048
Audi,A4,2009,3.7,Diesel,Semi-Automatic,204116,5,4,11230
Honda,CR-V,2011,4,Hybrid,Semi-Automatic,148122,5,1,16515
BMW,X5,2021,3.3,Hybrid,Automatic,48794,4,4,26642
Mercedes,E-Class,2004,4.3,Hybrid,Semi-Automatic,1468,4,1,18498
Ford,Fiesta,2018,4.1,Diesel,Automatic,250214,4,2,17666
Honda,Civic,2000,3.8,Hybrid,Semi-Automatic,198579,2,3,8624
Volkswagen,Golf,2014,1.9,Hybrid,Manual,8606,2,4,19297
Mercedes,C-Class,2009,2.7,Diesel,Manual,190357,4,5,9961
Audi,Q5,2020,1.4,Electric,Semi-Automatic,22948,4,2,22822
Audi,A3,2014,2.9,Hybrid,Automatic,99602,3,5,20487
Mercedes,E-Class,2008,2.4,Diesel,Manual,297184,5,3,5173
Mercedes,E-Class,2022,1.5,Diesel,Manual,167423,4,3,15489
Mercedes,E-Class,2014,4.6,Electric,Semi-Automatic,167413,3,1,20214
BMW,X5,2023,2,Diesel,Automatic,167629,3,1,19507
Hyundai,Tucson,2002,1.2,Diesel,Manual,135449,3,5,5584
Ford,Fiesta,2010,4.3,Petrol,Semi-Automatic,263113,2,4,10740
Chevrolet,Impala,2007,1.6,Diesel,Automatic,8250,3,3,15986
Chevrolet,Equinox,2017,4.9,Electric,Semi-Automatic,240222,4,1,19766
Audi,A3,2004,1.7,Hybrid,Semi-Automatic,136830,2,4,9210
Volkswagen,Passat,2006,2.6,Electric,Semi-Automatic,205832,5,3,11170
Kia,Sportage,2001,3.2,Electric,Manual,157182,2,2,11298
BMW,3 Series,2005,1.2,Electric,Automatic,166820,2,3,12185
Kia,Rio,2000,3.6,Electric,Automatic,232094,5,5,11476
Ford,Fiesta,2017,4.6,Electric,Automatic,250034,3,4,21523
Kia,Optima,2020,4,Diesel,Automatic,,2,4,22003
BMW,3 Series,2014,2.7,Electric,Automatic,,2,5,20809
Hyundai,Tucson,2011,1.4,Petrol,Semi-Automatic,166927,3,5,9557
BMW,5 Series,2021,2.7,Hybrid,Automatic,231281,4,2,19204
Volkswagen,Golf,2018,2.9,Hybrid,Manual,19860,5,2,22754
Honda,CR-V,2008,2.3,Hybrid,Automatic,100144,3,3,16270
Audi,Q5,2001,4.2,Petrol,Manual,160095,5,2,9446
Toyota,RAV4,2017,2.6,Electric,Automatic,117587,4,5,22659
Kia,Sportage,2005,1,Diesel,Semi-Automatic,33013,3,1,10393
BMW,3 Series,2021,4.9,Diesel,Automatic,106965,3,3,25655
Hyundai,Elantra,2003,1.8,Petrol,Automatic,152446,4,2,9189
Ford,Explorer,2010,4.5,Petrol,Semi-Automatic,50328,3,1,18538
Kia,Rio,2016,2,Diesel,Semi-Automatic,234734,4,4,10859
Chevrolet,Impala,2009,1.9,Electric,Manual,273001,3,2,9168
Ford,Fiesta,2020,3.3,Hybrid,Semi-Automatic,203134,4,5,18090
Hyundai,Sonata,2002,4.1,Hybrid,Manual,122406,4,3,12864
Hyundai,Elantra,2005,2.5,Hybrid,Automatic,175563,5,1,12404
Volkswagen,Tiguan,2008,1.1,Electric,Semi-Automatic,89304,3,3,13673
Honda,Civic,2004,3.6,Hybrid,Automatic,258034,4,5,10918
Hyundai,Elantra,2014,1.3,Diesel,Automatic,120033,2,3,15223
Hyundai,Elantra,2006,4.2,Diesel,Semi-Automatic,6007,3,4,17463
Toyota,Corolla,2014,4.8,Petrol,Automatic,184138,4,1,19105
Mercedes,C-Class,2005,1.3,Diesel,Automatic,234518,3,3,6491
Hyundai,Elantra,2015,2.1,Diesel,Manual,282541,2,2,8836
Audi,Q5,2020,1.3,Hybrid,Automatic,100488,2,2,20808
Chevrolet,Equinox,2001,2.2,Diesel,Semi-Automatic,68178,2,4,9163
Chevrolet,Equinox,2018,4.1,Petrol,Manual,151138,4,2,18510
Hyundai,Elantra,2002,3.3,Hybrid,Semi-Automatic,159436,5,4,10169
Mercedes,C-Class,2008,3.9,Electric,Semi-Automatic,282354,3,5,11816
Kia,Optima,2016,3.6,Electric,Semi-Automatic,104867,3,2,21704
BMW,5 Series,2007,1.8,Diesel,Manual,54751,4,1,12082
Audi,Q5,2014,4.3,Electric,Automatic,231270,4,5,20080
Toyota,Camry,2022,2.3,Hybrid,Manual,272342,2,2,14968
Mercedes,E-Class,2010,2.7,Diesel,Semi-Automatic,147775,3,1,11977
Volkswagen,Tiguan,2023,1,Hybrid,Automatic,136461,4,2,20598
BMW,5 Series,2021,4.8,Diesel,Semi-Automatic,262444,4,2,17414
Kia,Optima,2009,3,Diesel,Semi-Automatic,230536,5,1,9081
Kia,Sportage,2006,2.1,Hybrid,Manual,219324,2,5,8073
Mercedes,GLA,2004,1.5,Electric,Manual,27269,2,1,14444
Kia,Optima,2015,1.1,Petrol,Semi-Automatic,109317,5,4,13148
Ford,Explorer,2000,1.4,Electric,Semi-Automatic,298968,5,1,3500
Volkswagen,Tiguan,2014,2.2,Hybrid,Manual,113037,4,1,16168
Ford,Fiesta,2021,3.5,Electric,Manual,240581,2,5,19404
Hyundai,Elantra,2011,2.9,Diesel,Automatic,129776,2,4,16107
Chevrolet,Impala,2007,2,Electric,Semi-Automatic,109453,3,3,14018
Ford,Explorer,2013,3.9,Electric,Automatic,36738,4,5,25664
BMW,X5,2014,3.6,Diesel,Manual,193268,2,5,14060
Audi,A4,2019,4.1,Diesel,Semi-Automatic,181617,5,5,17967
Volkswagen,Passat,2007,1.6,Petrol,Automatic,88320,2,1,13183
Volkswagen,Tiguan,2017,4,Petrol,Automatic,229856,2,2,17678
Honda,Civic,2004,1.8,Petrol,Automatic,119745,3,2,10859
Chevrolet,Impala,2004,1.2,Electric,Semi-Automatic,132112,5,1,10250
Ford,Focus,2005,4.3,Diesel,Automatic,179568,3,1,13664
Chevrolet,Impala,2023,1.6,Diesel,Automatic,112043,2,4,20753
Chevrolet,Malibu,2002,2.2,Hybrid,Automatic,51457,5,3,14648
Chevrolet,Impala,2003,1.6,Hybrid,Manual,121133,2,1,9060
Toyota,Camry,2004,4.4,Diesel,Semi-Automatic,137461,4,5,12162
Volkswagen,Passat,2006,1.9,Diesel,Semi-Automatic,189664,4,1,7010
Hyundai,Sonata,2018,4.2,Petrol,Automatic,57590,3,3,24584
Audi,A4,2013,2,Diesel,Manual,57287,2,3,15494
Ford,Focus,2006,4,Diesel,Automatic,25900,5,2,19044
Hyundai,Sonata,2015,3.1,Petrol,Semi-Automatic,203562,4,3,13349
Kia,Sportage,2009,2.1,Electric,Semi-Automatic,141534,3,4,14121
Toyota,Camry,2004,2.6,Hybrid,Manual,272288,4,3,6044
Hyundai,Elantra,2012,1,Diesel,Manual,207163,3,4,7973
